ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead
ZK7JHBNV,Female,28,RG284,Salaried,X1,14,No,808725,Yes,1
KGGNXF5G,Male,42,RG270,Self_Employed,X2,39,No,649815,Yes,0
59DHZVPX,Female,80,RG284,Other,X3,69,Yes,570062,No,1
NBETIUMN,Male,80,RG265,Other,X3,63,,682736,No,1
Q6OUA5TE,Male,54,RG279,Self_Employed,X3,55,No,545703,No,0
FVBECDNE,Male,51,RG284,Self_Employed,X2,87,,1774624,Yes,1
GZG9GGLG,Male,52,RG283,Other,X3,110,Yes,1800478,Yes,1
J6KMK8NH,Female,60,RG268,Other,X3,127,,2777885,Yes,1
6IVDYVUX,Male,33,RG283,Self_Employed,X1,31,No,743087,No,0
DS7DJ5FX,Female,54,RG270,Self_Employed,X3,99,No,809891,No,0
GRHW3LMW,Male,74,RG272,Other,X1,14,Yes,1047441,No,0
RECPBDJK,Male,56,RG280,Self_Employed,X3,121,No,521851,Yes,0
28OPGKJP,Female,44,RG279,Salaried,X1,26,,396717,No,1
5M9MXLC8,Female,48,RG283,Self_Employed,X2,67,No,466769,Yes,0
MBZZTXUC,Male,81,RG261,Other,X3,97,Yes,715435,No,1
CJWQAHRV,Female,31,RG268,Salaried,X1,13,No,1786203,Yes,0
DDQP2BC2,Male,46,RG284,Self_Employed,X2,21,,722021,No,1
DESKRCW5,Male,56,RG275,Self_Employed,X2,56,No,605004,Yes,0
6ZG7ZIS2,Female,26,RG263,Salaried,X1,15,No,708707,Yes,0
A7PL7BIN,Female,27,RG262,Salaried,X1,25,No,1412786,No,1
5RJBB4WW,Male,55,RG270,Self_Employed,X3,121,Yes,776898,No,1
JS9NSMJW,Male,44,RG253,Self_Employed,X2,55,No,767055,Yes,0
QM7PB4KR,Female,67,RG282,Other,X3,25,No,396379,Yes,0
BEMSHWSM,Female,27,RG254,Self_Employed,X1,14,No,2109033,Yes,0
FDNKAIUS,Male,30,RG283,Salaried,X1,27,Yes,1365117,No,0
AMVAVKXK,Female,62,RG268,Other,X3,51,Yes,1580390,Yes,0
XFRJ98FO,Male,69,RG268,Other,X3,69,No,1300485,No,0
TCVNMFHS,Male,45,RG284,Self_Employed,X1,44,Yes,2266830,No,1
6SFDCN9D,Male,60,RG254,Self_Employed,X3,21,Yes,663343,Yes,0
A68KOCMJ,Female,27,RG283,Salaried,X1,21,No,1037615,Yes,0
4QFAQZFP,Male,43,RG254,Other,X2,19,,1013585,Yes,1
HYCXVC5X,Female,52,RG284,Self_Employed,X3,129,Yes,1101143,No,0
KWYFOUSM,Female,50,RG269,Self_Employed,X3,87,Yes,1598733,Yes,1
BNKWIVOB,Male,42,RG284,Self_Employed,X2,27,No,2011311,Yes,0
Q4PQXGQF,Male,28,RG283,Other,X1,21,No,1484146,No,0
ESZWICJA,Male,49,RG284,Self_Employed,X2,81,Yes,722377,No,0
IXEYQHMC,Female,33,RG277,Salaried,X1,25,No,515666,No,0
PTSWSDEF,Female,47,RG277,Salaried,X3,62,Yes,907835,Yes,1
EGEJRC5C,Female,27,RG268,Salaried,X1,14,No,2772252,Yes,0
EPIQUDC7,Male,27,RG281,Salaried,X1,15,No,892999,No,0
VNUBRKHB,Female,81,RG281,Other,X2,9,Yes,664518,No,0
9BFNYJLF,Female,36,RG268,Self_Employed,X4,15,,1659031,No,1
BKXNPCYU,Male,48,RG263,Self_Employed,X3,38,No,646122,No,0
DBAIJUJK,Female,56,RG268,Self_Employed,X2,68,No,843461,Yes,0
LX2QSKG2,Male,72,RG269,Other,X3,92,,732149,No,1
HDN5GFZV,Female,47,RG282,Self_Employed,X2,13,No,874033,Yes,1
F4BS8PQZ,Male,54,RG283,Other,X1,55,Yes,765738,No,0
3EVSFSA7,Male,44,RG268,Self_Employed,X2,38,No,528010,Yes,0
IIEWK5TR,Male,62,RG280,Other,X2,86,Yes,854319,No,1
CWF9JHRT,Female,39,RG258,Self_Employed,X3,15,No,654301,Yes,0
32XSBVYR,Female,27,RG259,Salaried,X1,19,Yes,504710,No,0
MBTTRCVW,Male,38,RG260,Self_Employed,X3,62,Yes,733555,No,0
K9RR5HKY,Male,45,RG283,Other,X2,86,Yes,686279,No,1
YHJ7HEB7,Female,57,RG268,Self_Employed,X2,21,Yes,1382801,Yes,0
UVDFGKC8,Female,28,RG259,Self_Employed,X1,25,Yes,418406,Yes,1
XGGFECHK,Male,71,RG284,Other,X2,57,Yes,843097,No,0
5US9XDQT,Male,30,RG253,Salaried,X1,31,No,1670805,No,0
CR9Q848D,Male,48,RG284,Self_Employed,X2,81,,1963010,No,1
YXJ97FYN,Male,29,RG254,Salaried,X1,27,No,953029,No,0
SJLW3BQJ,Male,35,RG254,Other,X1,33,No,1051463,No,0
PSZB2C5E,Female,45,RG270,Other,X3,62,No,941664,No,0
3KEQXKYT,Male,27,RG273,Salaried,X1,13,No,961903,No,0
HC9MZAJS,Male,56,RG275,Self_Employed,X3,57,Yes,807701,No,0
7QRY9AIY,Male,63,RG254,Other,X3,19,Yes,891726,No,0
VRDLIGSR,Male,82,RG261,Other,X2,61,Yes,1325174,No,1
MTYJZZZE,Female,29,RG277,Other,X1,15,Yes,704648,No,0
LM93JYWI,Female,28,RG270,Salaried,X1,25,No,568256,No,0
I5A256ZS,Male,37,RG283,Salaried,X3,86,,1884361,Yes,0
EGDUM9YS,Female,49,RG254,Self_Employed,X3,63,Yes,875929,Yes,0
F8Z6KU6X,Male,65,RG283,Other,X1,56,Yes,846728,No,0
KMDEXSQR,Female,29,RG269,Salaried,X1,20,No,546994,No,0
SYN2F6VW,Female,27,RG261,Salaried,X1,13,Yes,2028256,No,0
GZPBLA9C,Male,64,RG259,Other,X3,109,Yes,299529,No,0
LTER9IEZ,Female,53,RG283,Self_Employed,X3,27,,1228422,No,1
RNCJAPMQ,Female,39,RG277,Self_Employed,X1,73,No,2419313,No,0
574CMTIL,Female,28,RG250,Salaried,X1,21,No,245426,No,0
GDWZ5CQA,Male,28,RG261,Other,X1,15,No,965507,No,0
WTMIDJZC,Female,28,RG269,Salaried,X1,31,No,430350,No,0
MRSEZMMH,Male,34,RG266,Salaried,X1,15,No,400482,No,0
J7SUTKI6,Female,31,RG277,Other,X1,33,No,1064075,No,0
HQCFUZ5E,Male,54,RG277,Self_Employed,X2,21,Yes,441395,No,0
VQ8ZHHH3,Male,66,RG283,Other,X2,74,,2165103,No,0
9P3ZQ6VV,Female,30,RG280,Salaried,X1,27,No,430226,No,1
BEMGR2G9,Male,54,RG254,Self_Employed,X2,85,,1713294,Yes,1
V9YN7FDM,Male,44,RG284,Self_Employed,X2,44,No,1584662,Yes,0
DASV9CUU,Female,27,RG257,Other,X1,26,No,804666,Yes,0
KBCAWUQZ,Male,53,RG253,Self_Employed,X2,103,No,1310275,Yes,0
YZZH9UDT,Male,29,RG271,Salaried,X1,20,Yes,1064431,No,0
NYLGX8DA,Female,46,RG280,Self_Employed,X3,26,Yes,598925,Yes,0
KBJ6QVIV,Male,59,RG278,Self_Employed,X3,105,No,1007035,No,0
IJFNA3G6,Female,47,RG258,Self_Employed,X3,21,,452360,No,1
2IPJWHFS,Female,60,RG280,Self_Employed,X3,50,No,589028,Yes,0
2FOIDHMP,Female,54,RG274,Self_Employed,X4,15,No,807701,Yes,0
CA8WPAK5,Male,51,RG284,Self_Employed,X3,50,Yes,1369167,Yes,1
HCY4PAMZ,Male,27,RG255,Salaried,X1,13,Yes,582113,No,0
F9XPHHFW,Female,36,RG263,Salaried,X1,19,No,537212,No,0
V88WGYK5,Female,31,RG277,Other,X1,31,No,664420,No,0
BYGV78HK,Male,51,RG268,Other,X2,97,No,1249453,Yes,0
JKN7UKZB,Male,58,RG283,Other,X3,56,Yes,1324035,No,0
RPHBDPCA,Female,29,RG281,Salaried,X1,33,Yes,793710,No,0
4F9TFJEK,Female,28,RG272,Salaried,X1,26,No,772528,No,0
IAC4W7AM,Male,52,RG283,Self_Employed,X2,61,No,1559627,Yes,0
245FELDT,Male,52,RG273,Self_Employed,X2,44,No,1361157,Yes,0
QRD3QASH,Female,33,RG257,Salaried,X2,32,Yes,983868,No,0
BN3AM5YR,Female,32,RG284,Self_Employed,X1,13,No,747573,Yes,0
7SWCC3VK,Female,67,RG278,Other,X2,87,Yes,1455639,No,0
XJQ6CCOU,Male,49,RG261,Self_Employed,X3,110,No,977113,Yes,0
26JMFBCU,Female,30,RG271,Salaried,X1,25,No,522376,No,0
NTKCQCSH,Male,55,RG283,Self_Employed,X2,33,No,1410614,Yes,0
8FUPUFFV,Female,66,RG254,Other,X3,97,No,1173295,Yes,0
JUKUFJAH,Male,29,RG274,Salaried,X1,31,No,644484,No,0
FMFNJZQI,Male,33,RG256,Salaried,X1,26,No,644182,No,1
ITHESARZ,Male,25,RG283,Salaried,X4,13,Yes,1435614,No,0
UE6PNLP9,Male,33,RG254,Salaried,X1,19,No,445453,No,0
HSKZ4JWO,Male,49,RG268,Entrepreneur,X1,44,Yes,967910,No,0
FN5IPUWS,Male,46,RG268,Self_Employed,X2,61,No,1752579,Yes,0
GK35NMTM,Male,49,RG257,Self_Employed,X3,37,,658306,No,0
DGGZFYKS,Female,41,RG268,Self_Employed,X2,26,Yes,1585935,No,1
YN9YYUF6,Male,36,RG280,Self_Employed,X2,27,No,668950,Yes,0
OQ3NYGH3,Male,65,RG252,Other,X3,45,Yes,588699,No,0
3MFJJ98T,Male,54,RG283,Self_Employed,X3,110,Yes,918560,No,0
3SCAUOZM,Male,77,RG280,Other,X3,79,,1261904,No,1
JW9GUTCS,Male,52,RG254,Self_Employed,X3,104,No,816850,Yes,0
4MRRMLBV,Female,46,RG283,Self_Employed,X3,86,Yes,1611959,No,1
9SFXXTJR,Female,27,RG265,Salaried,X1,13,No,533670,Yes,0
6BTCI7IX,Male,45,RG261,Self_Employed,X1,27,No,1356084,No,0
RHSRXG6T,Female,29,RG268,Salaried,X1,33,No,3413399,No,0
MMH76TEX,Female,41,RG284,Self_Employed,X2,39,Yes,1840600,No,0
K8R2JHCC,Male,52,RG268,Self_Employed,X2,50,No,1303476,No,0
VTCX8R2V,Male,40,RG268,Self_Employed,X3,68,Yes,3798066,Yes,1
WZQKPKWG,Male,35,RG277,Other,X1,27,No,306062,No,0
QMDMGRKF,Male,52,RG284,Other,X3,110,Yes,2618664,No,1
QGQBWZSD,Male,26,RG257,Salaried,X1,15,No,299938,Yes,0
8D5OZ4BV,Female,33,RG284,Salaried,X1,33,No,540060,No,0
GA5MW75F,Male,31,RG283,Salaried,X1,21,No,460183,Yes,0
EP6DPOP6,Female,29,RG268,Salaried,X1,21,No,4425329,Yes,0
YB9JZ2CG,Male,55,RG254,Other,X2,81,,297064,Yes,1
3QOJEJQV,Female,47,RG251,Other,X3,85,,834241,Yes,1
JAZHSP3B,Female,29,RG262,Salaried,X1,26,No,1840609,No,0
64THCU9N,Female,27,RG269,Self_Employed,X1,21,No,1229997,No,0
CBQSWVGS,Female,68,RG268,Other,X2,86,,1233887,No,1
87P6PDYW,Female,34,RG254,Self_Employed,X2,13,No,630787,Yes,0
2KSQGCQT,Male,33,RG258,Salaried,X1,26,No,613432,No,0
FGYHO53H,Female,66,RG269,Other,X2,38,No,2277803,Yes,0
HFWDQFWT,Male,30,RG277,Salaried,X1,32,No,2464258,No,0
HQRWNWFU,Male,48,RG277,Self_Employed,X3,62,Yes,813798,No,0
FHVXDACL,Male,74,RG282,Other,X2,87,No,673899,Yes,0
SPTNRZJZ,Male,79,RG283,Other,X2,92,No,1963936,Yes,0
MVLEH2A7,Male,33,RG263,Salaried,X1,19,No,695802,No,0
NQ8BKTEX,Female,57,RG259,Self_Employed,X2,99,No,644039,Yes,0
EBFK7U8I,Male,31,RG260,Other,X1,25,No,1201170,No,0
4HCUK2FY,Female,39,RG283,Self_Employed,X2,63,No,1923868,Yes,0
HAZPANBA,Male,40,RG280,Self_Employed,X1,49,Yes,2756970,No,0
M5JARMGG,Female,34,RG277,Salaried,X1,21,No,784241,No,0
XHAQGJVU,Male,29,RG283,Self_Employed,X1,37,Yes,293593,No,1
VFXTPDZT,Female,56,RG271,Self_Employed,X2,51,No,610744,No,0
MPENBKQW,Male,32,RG268,Other,X1,31,No,1081447,No,0
KTMIW4KU,Female,31,RG255,Salaried,X1,26,No,804408,No,0
BBBKVX56,Male,65,RG268,Other,X3,87,,1385685,No,0
NRBK8QUX,Male,50,RG268,Self_Employed,X2,62,No,376968,No,0
2MQ2DFAY,Female,46,RG268,Self_Employed,X3,19,No,754364,Yes,0
NOAAJGJJ,Male,47,RG270,Self_Employed,X2,50,,724086,Yes,1
IJ7CW5AM,Female,58,RG274,Other,X2,74,,932675,No,1
C23IQPRW,Female,24,RG275,Other,X1,13,No,994610,No,0
5ESZK9EF,Female,43,RG254,Self_Employed,X1,14,No,1319398,Yes,0
HFIVKECU,Male,45,RG281,Self_Employed,X2,39,No,460948,Yes,0
QTKOD97R,Female,28,RG261,Salaried,X1,19,No,1136894,No,1
EDJQTQHP,Male,46,RG272,Self_Employed,X2,99,Yes,474904,Yes,1
T5YEYRHW,Male,36,RG263,Self_Employed,X4,14,No,920544,Yes,0
MKAXRRZP,Male,66,RG280,Other,X3,97,Yes,873588,Yes,1
PZGGZB39,Female,76,RG283,Other,X3,87,No,504443,No,0
LWCDAEKG,Male,67,RG254,Other,X2,81,Yes,1188514,Yes,1
MJXHNP2C,Male,50,RG273,Other,X2,31,Yes,461812,No,1
GDVBBLYK,Male,27,RG280,Salaried,X1,14,Yes,401692,No,0
7ZDGJTEM,Male,48,RG284,Self_Employed,X2,45,No,1183085,No,0
HRJTE2EZ,Male,64,RG268,Other,X3,122,No,867483,No,0
4U6CH9FU,Male,44,RG283,Salaried,X3,61,Yes,1063033,Yes,1
MNNCPJE5,Male,80,RG266,Other,X3,80,No,608448,Yes,0
WQNYVDTQ,Male,50,RG254,Self_Employed,X2,69,No,1388480,No,0
CER3KPAJ,Male,43,RG281,Self_Employed,X2,62,No,537551,Yes,1
78JUMBMB,Male,43,RG268,Self_Employed,X3,39,No,1271952,Yes,0
HNRVWCT5,Female,59,RG254,Self_Employed,X2,73,Yes,1126001,No,1
KC8S6NK2,Male,80,RG277,Other,X1,32,No,825608,No,0
MUANXISR,Male,38,RG268,Entrepreneur,X2,19,Yes,1602596,Yes,0
ZHO7RKPJ,Female,47,RG254,Other,X3,26,Yes,881375,No,1
C2S9C3HG,Male,27,RG254,Salaried,X1,14,No,1197263,Yes,0
DRXT4E4K,Male,30,RG260,Salaried,X1,31,No,460459,No,0
SNS3A27P,Male,36,RG284,Self_Employed,X3,62,No,1382890,Yes,0
PRLRI3JJ,Male,66,RG254,Other,X3,81,,2498594,Yes,1
FLQKCP6X,Male,55,RG255,Self_Employed,X2,27,Yes,1014582,No,0
ELTMTHCZ,Female,30,RG254,Salaried,X1,14,No,4419980,Yes,0
7NMAJTNX,Female,26,RG268,Salaried,X1,15,No,1586941,No,0
ZGMKGXFI,Male,38,RG261,Self_Employed,X4,8,Yes,566627,No,0
MKK99T8N,Female,61,RG277,Self_Employed,X2,31,No,644413,Yes,0
KQ4ZWENP,Male,49,RG284,Self_Employed,X3,110,No,1190659,Yes,1
QRHCH3UY,Female,44,RG254,Self_Employed,X2,38,Yes,1068881,No,0
J3BYUFYV,Female,40,RG268,Self_Employed,X1,61,Yes,865694,No,0
TWBREX3O,Female,36,RG268,Other,X1,33,No,751729,No,0
K8A3ETYG,Male,30,RG269,Other,X1,31,No,670837,No,0
LKXR6SGZ,Male,55,RG283,Self_Employed,X3,32,No,2039906,Yes,0
TLUTXEXV,Female,31,RG274,Salaried,X1,27,No,1482811,No,0
LZECM7AB,Female,31,RG255,Salaried,X1,31,No,1019806,No,1
4A5KFDTK,Female,38,RG278,Self_Employed,X2,81,No,1124933,Yes,0
GJH3IA4C,Female,32,RG270,Salaried,X1,19,No,1482117,No,0
3UR9NK2E,Male,51,RG283,Self_Employed,X3,99,,1524196,Yes,1
GNHAWYRD,Female,67,RG270,Other,X1,32,No,439170,No,0
36KTPQZ6,Female,75,RG283,Other,X1,32,No,2125729,No,0
YJ25NQA3,Male,30,RG254,Other,X1,32,Yes,4793246,Yes,0
BERTJTGL,Female,27,RG254,Salaried,X1,25,No,1144095,Yes,0
CEBVH3MG,Female,70,RG268,Other,X3,92,Yes,2259558,Yes,0
CCHDWKK3,Male,33,RG250,Other,X1,25,No,304558,No,0
MF7TUNS8,Female,28,RG284,Salaried,X1,31,No,900386,Yes,0
9TCTPOHQ,Male,31,RG257,Salaried,X1,31,Yes,732630,No,1
H7AUCYT5,Male,33,RG268,Other,X1,21,No,504816,No,0
JDUTQXNM,Female,27,RG273,Other,X1,19,No,628580,No,0
GB6NFOMP,Male,50,RG268,Self_Employed,X3,104,Yes,2029458,Yes,0
CBK3K9KY,Male,65,RG268,Other,X3,69,Yes,894779,No,0
EHPF3CMM,Female,32,RG277,Other,X1,19,No,444706,No,0
92JFYKEF,Male,65,RG280,Other,X3,51,Yes,514010,Yes,0
NTZUW2TQ,Male,41,RG284,Self_Employed,X2,63,No,965908,Yes,0
5AOPVCGM,Female,77,RG260,Other,X3,39,Yes,3148143,No,0
969QC8EW,Female,26,RG283,Salaried,X1,14,No,1427809,Yes,0
CHSFBQ9A,Female,28,RG283,Salaried,X3,19,Yes,1071506,No,0
26IVNPEJ,Male,71,RG250,Other,X3,115,No,644902,No,0
FMM6GFVK,Male,28,RG281,Self_Employed,X1,33,No,972787,No,0
O6DENLSX,Female,35,RG272,Salaried,X1,21,No,1173723,No,0
EWP2QAV2,Female,26,RG254,Salaried,X1,26,No,2071403,Yes,0
MZEQ5EXP,Male,45,RG270,Self_Employed,X3,13,Yes,882639,No,1
LT8NUVYR,Male,29,RG254,Other,X1,21,Yes,1123536,No,0
4XXFZAM8,Male,69,RG268,Other,X3,15,No,1440883,No,0
H6L5CTIZ,Female,34,RG280,Salaried,X1,25,No,1509475,No,0
K6DXGMDG,Female,52,RG268,Self_Employed,X3,109,Yes,1451260,Yes,0
LGX2KTZ7,Male,62,RG284,Other,X3,116,Yes,1961355,Yes,0
PAB3ZIPF,Male,29,RG261,Salaried,X1,27,No,839599,No,0
FXR2WAYE,Female,42,RG253,Self_Employed,X1,27,No,628304,No,0
NQH9CKQC,Female,42,RG268,Self_Employed,X2,45,,2136222,No,0
6Q6FSGBE,Female,30,RG257,Salaried,X1,27,No,423826,No,0
LABFOZY4,Female,27,RG280,Salaried,X1,19,No,1360587,No,0
OX8OQEGV,Male,31,RG260,Salaried,X1,27,,622964,No,1
W3XHPMNC,Female,47,RG254,Self_Employed,X2,14,No,3116121,Yes,0
T9QVZ2BX,Male,36,RG283,Self_Employed,X2,19,Yes,959749,No,0
FY48PONQ,Male,31,RG279,Salaried,X3,19,No,490924,No,0
XXTDR8AA,Female,31,RG252,Salaried,X1,26,No,429451,No,0
BCBHEQEK,Female,44,RG263,Self_Employed,X2,57,No,840524,Yes,0
FXXRKM7W,Male,64,RG283,Salaried,X2,61,Yes,1540420,No,1
FPIP2YGX,Female,37,RG254,Salaried,X1,31,No,891432,Yes,0
VAIJN9YM,Female,40,RG255,Self_Employed,X1,25,No,574708,Yes,0
GG5HQLES,Male,27,RG270,Salaried,X1,21,No,446308,No,0
JXTM4EEN,Male,28,RG254,Salaried,X1,32,Yes,2862943,No,0
YQKESDVF,Female,83,RG272,Other,X3,49,Yes,627725,No,0
ASVSEHUG,Female,36,RG251,Salaried,X2,21,Yes,764616,Yes,0
Y4YDWCFZ,Female,48,RG280,Self_Employed,X2,51,No,638174,Yes,0
VIM9RDAY,Male,42,RG268,Self_Employed,X2,26,No,2047311,Yes,0
88RR2RRT,Male,57,RG274,Self_Employed,X3,111,Yes,588441,No,0
U8OEWEB2,Male,28,RG277,Salaried,X3,33,No,2602546,No,0
DVCSEJBP,Female,25,RG253,Salaried,X1,19,No,1633497,No,0
38CKFEPK,Male,38,RG283,Self_Employed,X2,93,No,358750,Yes,0
MEDH5F4D,Male,55,RG280,Other,X2,97,,623640,No,1
KLMJ7PVD,Female,27,RG261,Salaried,X1,21,Yes,838558,No,1
YQAFLNA7,Male,59,RG268,Self_Employed,X2,32,No,1811692,Yes,0
DX5TEWKQ,Female,32,RG250,Salaried,X1,37,No,642295,No,0
2DXR8PL7,Male,49,RG268,Self_Employed,X2,26,,1568366,No,0
NXJ5T3VN,Male,53,RG277,Self_Employed,X2,20,No,537568,Yes,0
RPRG6D9M,Male,35,RG265,Salaried,X1,27,Yes,853189,No,0
JACX9JIV,Male,44,RG283,Salaried,X2,85,Yes,2035590,No,1
VWH5RDGQ,Male,49,RG268,Other,X3,85,Yes,337639,Yes,1
XTIM6EI7,Female,27,RG256,Salaried,X1,15,Yes,329478,No,0
ZYFKYTNN,Male,49,RG284,Self_Employed,X2,91,No,1625157,Yes,0
NTCWRJ6X,Female,34,RG259,Salaried,X3,69,Yes,499281,No,1
SNLKC2IY,Male,43,RG283,Other,X2,97,,1937868,Yes,1
JWL2BSRM,Female,30,RG283,Other,X1,26,Yes,1000039,Yes,0
QHDSGJ2K,Male,76,RG258,Other,X3,105,Yes,2032217,No,1
AHUJUHHP,Male,32,RG254,Self_Employed,X1,33,No,1130967,Yes,0
4OEQRZH7,Male,48,RG274,Self_Employed,X2,91,No,820829,Yes,1
5SZKYZJM,Male,51,RG268,Entrepreneur,X3,51,Yes,1849099,Yes,1
ECIFGFPG,Male,67,RG272,Other,X3,15,Yes,734392,No,0
NRB8Y2KU,Female,73,RG268,Other,X2,44,No,917509,Yes,0
ZYJ5NXIG,Female,43,RG280,Other,X2,33,Yes,599895,No,0
CXHVBDLW,Male,75,RG283,Other,X3,121,No,1318437,No,0
GBBB8FVJ,Male,60,RG277,Self_Employed,X3,99,No,871123,No,0
WDKVX7CE,Female,26,RG270,Self_Employed,X1,15,Yes,610370,No,0
ASSJ5BFB,Male,55,RG257,Self_Employed,X3,110,No,1023758,Yes,0
HKOIDUCS,Male,41,RG254,Self_Employed,X2,31,No,366715,Yes,0
RRD6ZL9J,Male,75,RG268,Other,X3,80,No,960541,Yes,0
ZJYDVURG,Female,29,RG281,Salaried,X1,26,Yes,1087455,No,0
YRTRRTA3,Female,25,RG273,Salaried,X1,15,No,604140,No,1
P2LHK87U,Female,59,RG284,Self_Employed,X2,20,No,683012,Yes,0
77YTRNMO,Female,31,RG273,Salaried,X1,21,No,459604,No,0
XAHCJMSN,Female,25,RG257,Salaried,X1,21,No,422767,No,0
DGYBISOI,Male,44,RG281,Other,X3,69,No,602156,Yes,1
SAJP3LVS,Female,29,RG284,Salaried,X1,20,No,1442912,Yes,0
BWAWILDZ,Male,66,RG279,Other,X3,117,Yes,659490,Yes,0
PFKXV3VC,Female,54,RG254,Self_Employed,X2,57,No,1007391,No,0
6QSCFFEC,Female,39,RG273,Self_Employed,X3,27,,911813,No,1
SNSMEQZU,Male,85,RG283,Other,X3,43,No,427618,Yes,0
3RHEFQZA,Male,33,RG265,Self_Employed,X2,21,No,707185,Yes,0
FVXIQINK,Male,40,RG254,Self_Employed,X2,20,No,474556,No,0
ZCCRGQKQ,Male,53,RG279,Self_Employed,X3,32,Yes,676907,No,0
XW5FPVA6,Male,58,RG284,Self_Employed,X3,117,Yes,2172454,No,1
B7U8ZDYR,Female,28,RG258,Salaried,X1,26,No,474450,No,0
4U88ZAF8,Male,44,RG283,Self_Employed,X1,56,Yes,2011017,Yes,0
LKDU6LQM,Male,31,RG262,Self_Employed,X2,20,,1023669,No,1
G3TMCBWK,Male,47,RG253,Self_Employed,X4,14,,1824553,Yes,1
MRTHFXH3,Female,41,RG277,Self_Employed,X4,13,Yes,915222,No,0
CUUCUS6O,Male,48,RG280,Self_Employed,X3,19,No,593443,No,0
HJCUMT36,Male,55,RG284,Self_Employed,X3,85,,1425628,Yes,0
XUK3WBW5,Female,30,RG263,Salaried,X1,20,No,395480,No,0
IJTZDGHG,Male,48,RG265,Self_Employed,X2,55,Yes,854417,No,0
RPSQVUYA,Male,24,RG254,Salaried,X1,15,No,1424649,Yes,0
HTB7ZGTM,Male,59,RG282,Self_Employed,X3,37,No,1005984,No,0
HGY63UBU,Male,34,RG270,Salaried,X1,27,No,1403503,No,0
ZYGYJBBK,Male,27,RG280,Salaried,X1,33,No,1947302,No,0
EFLVNMZB,Female,26,RG280,Other,X1,13,Yes,437479,No,0
UBBXFU25,Female,44,RG261,Self_Employed,X2,19,No,626862,Yes,0
TD8YT67M,Male,48,RG268,Self_Employed,X2,85,No,788504,No,0
G5BZ7CQ5,Male,73,RG280,Other,X3,21,No,362514,No,0
HPZKUFPM,Male,30,RG272,Other,X1,27,No,622599,No,0
NEUBHVPE,Female,28,RG261,Other,X1,27,Yes,1283246,No,0
87BODMNP,Female,39,RG251,Other,X2,19,,538476,Yes,1
KSJVWMIW,Male,31,RG268,Salaried,X1,14,No,1749944,Yes,0
HQVEBMDF,Male,63,RG258,Other,X2,20,No,439820,Yes,0
AYIVHTET,Female,30,RG272,Salaried,X1,19,Yes,656188,No,1
FVPROBBX,Male,29,RG257,Other,X3,20,No,220008,No,0
UCYR2RRF,Male,43,RG283,Self_Employed,X2,86,Yes,437079,Yes,1
HHSTMQSN,Male,28,RG275,Salaried,X1,13,No,441342,No,0
FME3WFWZ,Female,79,RG268,Other,X3,73,Yes,1266283,No,1
K8QKTP5W,Male,45,RG254,Self_Employed,X2,69,No,1462189,Yes,0
L3ULTOVB,Male,66,RG261,Other,X1,14,No,869085,No,0
EJEZPOCZ,Female,85,RG254,Other,X3,86,Yes,1395973,No,0
DDJYWKGU,Female,62,RG283,Other,X3,121,Yes,3440188,No,0
UCTPLDAE,Male,68,RG268,Other,X3,98,No,2308838,No,0
MV5DC2CS,Female,49,RG283,Self_Employed,X3,104,,2727333,Yes,1
KMV362D7,Male,26,RG266,Salaried,X1,13,Yes,592036,No,0
WYURFZWZ,Female,29,RG264,Salaried,X1,27,Yes,592446,No,0
R4ZGPFCT,Female,41,RG277,Self_Employed,X2,37,No,616503,Yes,0
KSRWPBSL,Female,27,RG250,Salaried,X1,25,Yes,665559,No,0
NY2TJ5AC,Male,29,RG254,Salaried,X1,32,No,238039,Yes,0
CCDBWRIM,Male,33,RG268,Salaried,X1,31,No,741485,No,0
84JVZMU3,Female,50,RG283,Self_Employed,X3,116,Yes,757701,No,0
ECHPSHJJ,Male,72,RG250,Other,X2,92,Yes,827468,No,1
KZMPAPRF,Female,55,RG277,Self_Employed,X3,57,No,672501,Yes,0
J6ZF8ZD8,Male,40,RG268,Self_Employed,X3,19,Yes,1282498,No,0
HW4A8CGQ,Male,29,RG273,Other,X1,31,No,416466,No,0
UNCYQGJ9,Female,44,RG283,Salaried,X2,103,Yes,2119401,No,1
6QC3U5BY,Female,66,RG268,Other,X1,56,No,1926538,Yes,0
BEVIHSMG,Female,26,RG254,Salaried,X1,13,No,992198,Yes,0
D6CDIDEP,Male,53,RG283,Self_Employed,X3,127,No,5026275,Yes,0
IIEPKB5Z,Male,54,RG268,Other,X3,98,Yes,1920539,No,1
WOD6BJ3K,Female,39,RG259,Entrepreneur,X3,62,Yes,535486,Yes,1
N7G64UKZ,Male,39,RG268,Other,X3,32,,1618055,Yes,1
I79V3VTP,Female,42,RG284,Self_Employed,X3,92,No,1100912,Yes,0
LFN4OYSG,Male,38,RG283,Self_Employed,X2,21,Yes,1376349,No,0
9OSMA6IU,Male,29,RG277,Salaried,X1,26,No,413138,No,0
26XXYULB,Female,52,RG284,Self_Employed,X3,73,Yes,557771,No,1
PDKOVACU,Male,25,RG283,Salaried,X1,19,No,1164645,Yes,1
CNFJJWQR,Male,57,RG270,Self_Employed,X2,98,,453775,No,1
KVXAONCD,Female,34,RG283,Salaried,X1,15,No,4948862,Yes,0
